image_id,filename,filepath,valid,width,height,format,file_size_kb,error,blur_score,blur_status,duplicate_group,keep_image,hash_distance,brightness,contrast,exposure_status,selected_for_colmap
86,frame_000085.jpg,data\extracted_frames\shoe\frame_000085.jpg,True,1920,1080,JPEG,389.13,,19.79,rejected,71,True,6,155.66,46.59,normal,False
87,frame_000086.jpg,data\extracted_frames\shoe\frame_000086.jpg,True,1920,1080,JPEG,426.89,,36.49,kept,72,True,6,155.4,46.51,normal,True
88,frame_000087.jpg,data\extracted_frames\shoe\frame_000087.jpg,True,1920,1080,JPEG,440.67,,45.79,kept,72,False,2,155.91,46.66,normal,False
89,frame_000088.jpg,data\extracted_frames\shoe\frame_000088.jpg,True,1920,1080,JPEG,446.23,,39.4,kept,72,False,4,156.47,46.06,normal,False
90,frame_000089.jpg,data\extracted_frames\shoe\frame_000089.jpg,True,1920,1080,JPEG,453.47,,43.0,kept,72,False,2,157.35,46.21,normal,False
91,frame_000090.jpg,data\extracted_frames\shoe\frame_000090.jpg,True,1920,1080,JPEG,404.95,,26.23,kept,73,True,6,159.36,47.27,normal,True
92,frame_000091.jpg,data\extracted_frames\shoe\frame_000091.jpg,True,1920,1080,JPEG,441.9,,43.69,kept,73,False,0,159.87,47.9,normal,False
93,frame_000092.jpg,data\extracted_frames\shoe\frame_000092.jpg,True,1920,1080,JPEG,435.26,,36.44,kept,73,False,4,159.94,47.5,normal,False
94,frame_000093.jpg,data\extracted_frames\shoe\frame_000093.jpg,True,1920,1080,JPEG,438.12,,48.35,kept,74,True,10,160.83,47.87,normal,True
95,frame_000094.jpg,data\extracted_frames\shoe\frame_000094.jpg,True,1920,1080,JPEG,429.34,,41.99,kept,75,True,10,162.41,48.63,normal,True
96,frame_000095.jpg,data\extracted_frames\shoe\frame_000095.jpg,True,1920,1080,JPEG,395.42,,23.98,rejected,75,False,2,161.47,48.38,normal,False
97,frame_000096.jpg,data\extracted_frames\shoe\frame_000096.jpg,True,1920,1080,JPEG,382.97,,27.01,kept,76,True,14,159.88,48.16,normal,True
98,frame_000097.jpg,data\extracted_frames\shoe\frame_000097.jpg,True,1920,1080,JPEG,413.13,,33.52,kept,77,True,6,159.36,47.82,normal,True
99,frame_000098.jpg,data\extracted_frames\shoe\frame_000098.jpg,True,1920,1080,JPEG,448.34,,41.32,kept,78,True,6,160.02,46.89,normal,True
100,frame_000099.jpg,data\extracted_frames\shoe\frame_000099.jpg,True,1920,1080,JPEG,417.07,,39.04,kept,78,False,4,161.83,47.66,normal,False
101,frame_000100.jpg,data\extracted_frames\shoe\frame_000100.jpg,True,1920,1080,JPEG,405.44,,24.85,rejected,79,True,6,163.49,47.69,normal,False
102,frame_000101.jpg,data\extracted_frames\shoe\frame_000101.jpg,True,1920,1080,JPEG,436.42,,33.11,kept,80,True,6,164.83,47.1,normal,True
103,frame_000102.jpg,data\extracted_frames\shoe\frame_000102.jpg,True,1920,1080,JPEG,372.44,,22.75,rejected,81,True,6,165.51,46.5,normal,False
104,frame_000103.jpg,data\extracted_frames\shoe\frame_000103.jpg,True,1920,1080,JPEG,392.39,,25.56,kept,81,False,4,165.85,45.76,normal,False
105,frame_000104.jpg,data\extracted_frames\shoe\frame_000104.jpg,True,1920,1080,JPEG,382.93,,23.02,rejected,82,True,12,165.42,46.61,normal,False
106,frame_000105.jpg,data\extracted_frames\shoe\frame_000105.jpg,True,1920,1080,JPEG,370.64,,26.54,kept,83,True,12,165.67,47.13,normal,True
107,frame_000106.jpg,data\extracted_frames\shoe\frame_000106.jpg,True,1920,1080,JPEG,400.64,,33.3,kept,84,True,8,167.74,46.87,normal,True
108,frame_000107.jpg,data\extracted_frames\shoe\frame_000107.jpg,True,1920,1080,JPEG,380.99,,24.61,rejected,85,True,10,168.38,46.94,normal,False
109,frame_000108.jpg,data\extracted_frames\shoe\frame_000108.jpg,True,1920,1080,JPEG,359.69,,18.91,rejected,86,True,10,168.88,46.44,normal,False
110,frame_000109.jpg,data\extracted_frames\shoe\frame_000109.jpg,True,1920,1080,JPEG,389.65,,29.78,kept,87,True,12,168.91,45.62,normal,True
111,frame_000110.jpg,data\extracted_frames\shoe\frame_000110.jpg,True,1920,1080,JPEG,387.01,,25.72,kept,88,True,6,168.57,44.68,normal,True
112,frame_000111.jpg,data\extracted_frames\shoe\frame_000111.jpg,True,1920,1080,JPEG,359.9,,23.52,rejected,88,False,2,168.78,43.73,normal,False
113,frame_000112.jpg,data\extracted_frames\shoe\frame_000112.jpg,True,1920,1080,JPEG,377.08,,24.47,rejected,89,True,8,168.89,43.44,normal,False
114,frame_000113.jpg,data\extracted_frames\shoe\frame_000113.jpg,True,1920,1080,JPEG,382.9,,27.56,kept,90,True,8,168.65,43.55,normal,True
115,frame_000114.jpg,data\extracted_frames\shoe\frame_000114.jpg,True,1920,1080,JPEG,369.91,,24.49,rejected,91,True,6,169.19,43.31,normal,False
116,frame_000115.jpg,data\extracted_frames\shoe\frame_000115.jpg,True,1920,1080,JPEG,385.53,,25.1,kept,92,True,10,169.64,43.47,normal,True
117,frame_000116.jpg,data\extracted_frames\shoe\frame_000116.jpg,True,1920,1080,JPEG,401.53,,32.43,kept,93,True,10,168.85,44.69,normal,True
118,frame_000117.jpg,data\extracted_frames\shoe\frame_000117.jpg,True,1920,1080,JPEG,377.46,,38.13,kept,94,True,6,168.05,46.54,normal,True
119,frame_000118.jpg,data\extracted_frames\shoe\frame_000118.jpg,True,1920,1080,JPEG,377.83,,21.97,rejected,95,True,12,166.54,48.61,normal,False
120,frame_000119.jpg,data\extracted_frames\shoe\frame_000119.jpg,True,1920,1080,JPEG,428.55,,39.94,kept,96,True,10,165.21,49.59,normal,True
121,frame_000120.jpg,data\extracted_frames\shoe\frame_000120.jpg,True,1920,1080,JPEG,388.62,,37.43,kept,96,False,4,163.17,50.53,normal,False
122,frame_000121.jpg,data\extracted_frames\shoe\frame_000121.jpg,True,1920,1080,JPEG,368.19,,21.19,rejected,97,True,8,162.76,49.87,normal,False
123,frame_000122.jpg,data\extracted_frames\shoe\frame_000122.jpg,True,1920,1080,JPEG,418.28,,36.27,kept,98,True,8,161.86,50.47,normal,True
124,frame_000123.jpg,data\extracted_frames\shoe\frame_000123.jpg,True,1920,1080,JPEG,377.07,,28.58,kept,99,True,10,159.79,50.56,normal,True
125,frame_000124.jpg,data\extracted_frames\shoe\frame_000124.jpg,True,1920,1080,JPEG,413.01,,37.8,kept,99,False,4,159.02,49.32,normal,False
126,frame_000125.jpg,data\extracted_frames\shoe\frame_000125.jpg,True,1920,1080,JPEG,430.77,,37.63,kept,99,False,4,159.44,48.52,normal,False
127,frame_000126.jpg,data\extracted_frames\shoe\frame_000126.jpg,True,1920,1080,JPEG,377.28,,30.89,kept,99,False,4,159.01,48.54,normal,False
128,frame_000127.jpg,data\extracted_frames\shoe\frame_000127.jpg,True,1920,1080,JPEG,418.37,,42.24,kept,100,True,8,157.89,48.97,normal,True
129,frame_000128.jpg,data\extracted_frames\shoe\frame_000128.jpg,True,1920,1080,JPEG,406.59,,33.43,kept,101,True,8,157.54,49.13,normal,True
130,frame_000129.jpg,data\extracted_frames\shoe\frame_000129.jpg,True,1920,1080,JPEG,361.43,,29.12,kept,102,True,14,157.9,48.02,normal,True
131,frame_000130.jpg,data\extracted_frames\shoe\frame_000130.jpg,True,1920,1080,JPEG,389.36,,32.18,kept,103,True,8,159.63,47.97,normal,True
132,frame_000131.jpg,data\extracted_frames\shoe\frame_000131.jpg,True,1920,1080,JPEG,390.09,,34.46,kept,104,True,16,162.56,46.68,normal,True
133,frame_000132.jpg,data\extracted_frames\shoe\frame_000132.jpg,True,1920,1080,JPEG,363.31,,25.45,kept,105,True,8,163.65,46.91,normal,True
134,frame_000133.jpg,data\extracted_frames\shoe\frame_000133.jpg,True,1920,1080,JPEG,390.94,,34.15,kept,106,True,8,162.31,48.28,normal,True
135,frame_000134.jpg,data\extracted_frames\shoe\frame_000134.jpg,True,1920,1080,JPEG,397.72,,41.74,kept,107,True,6,162.05,49.33,normal,True
136,frame_000135.jpg,data\extracted_frames\shoe\frame_000135.jpg,True,1920,1080,JPEG,354.32,,20.1,rejected,108,True,6,162.42,48.6,normal,False
137,frame_000136.jpg,data\extracted_frames\shoe\frame_000136.jpg,True,1920,1080,JPEG,369.19,,20.77,rejected,108,False,4,161.84,48.01,normal,False
138,frame_000137.jpg,data\extracted_frames\shoe\frame_000137.jpg,True,1920,1080,JPEG,368.16,,20.58,rejected,109,True,10,161.74,48.58,normal,False
139,frame_000138.jpg,data\extracted_frames\shoe\frame_000138.jpg,True,1920,1080,JPEG,345.78,,21.21,rejected,110,True,12,160.46,49.89,normal,False
140,frame_000139.jpg,data\extracted_frames\shoe\frame_000139.jpg,True,1920,1080,JPEG,356.97,,19.47,rejected,111,True,6,160.82,51.31,normal,False
141,frame_000140.jpg,data\extracted_frames\shoe\frame_000140.jpg,True,1920,1080,JPEG,354.04,,16.75,rejected,111,False,4,161.21,50.34,normal,False
142,frame_000141.jpg,data\extracted_frames\shoe\frame_000141.jpg,True,1920,1080,JPEG,354.39,,22.29,rejected,112,True,8,162.52,47.5,normal,False
143,frame_000142.jpg,data\extracted_frames\shoe\frame_000142.jpg,True,1920,1080,JPEG,372.92,,23.21,rejected,112,False,4,162.95,45.86,normal,False
144,frame_000143.jpg,data\extracted_frames\shoe\frame_000143.jpg,True,1920,1080,JPEG,377.07,,22.55,rejected,113,True,6,162.85,44.4,normal,False
145,frame_000144.jpg,data\extracted_frames\shoe\frame_000144.jpg,True,1920,1080,JPEG,364.6,,22.88,rejected,114,True,8,162.25,43.09,normal,False
146,frame_000145.jpg,data\extracted_frames\shoe\frame_000145.jpg,True,1920,1080,JPEG,378.05,,22.04,rejected,114,False,4,162.58,42.35,normal,False
147,frame_000146.jpg,data\extracted_frames\shoe\frame_000146.jpg,True,1920,1080,JPEG,350.87,,15.66,rejected,115,True,10,164.7,40.55,normal,False
148,frame_000147.jpg,data\extracted_frames\shoe\frame_000147.jpg,True,1920,1080,JPEG,360.68,,21.68,rejected,116,True,12,166.0,40.23,normal,False
149,frame_000148.jpg,data\extracted_frames\shoe\frame_000148.jpg,True,1920,1080,JPEG,362.38,,18.86,rejected,116,False,4,165.85,40.19,normal,False
150,frame_000149.jpg,data\extracted_frames\shoe\frame_000149.jpg,True,1920,1080,JPEG,362.34,,20.11,rejected,117,True,8,166.35,39.84,normal,False
151,frame_000150.jpg,data\extracted_frames\shoe\frame_000150.jpg,True,1920,1080,JPEG,358.69,,18.62,rejected,118,True,8,166.24,39.62,normal,False
152,frame_000151.jpg,data\extracted_frames\shoe\frame_000151.jpg,True,1920,1080,JPEG,408.41,,37.58,kept,119,True,10,165.31,40.13,normal,True
153,frame_000152.jpg,data\extracted_frames\shoe\frame_000152.jpg,True,1920,1080,JPEG,409.37,,37.48,kept,120,True,6,165.27,40.71,normal,True
154,frame_000153.jpg,data\extracted_frames\shoe\frame_000153.jpg,True,1920,1080,JPEG,387.79,,40.94,kept,120,False,4,164.3,41.49,normal,False
155,frame_000154.jpg,data\extracted_frames\shoe\frame_000154.jpg,True,1920,1080,JPEG,402.13,,35.13,kept,121,True,6,164.32,41.8,normal,True
156,frame_000155.jpg,data\extracted_frames\shoe\frame_000155.jpg,True,1920,1080,JPEG,397.95,,31.88,kept,122,True,10,163.86,41.66,normal,True
157,frame_000156.jpg,data\extracted_frames\shoe\frame_000156.jpg,True,1920,1080,JPEG,381.73,,34.35,kept,122,False,4,162.72,41.24,normal,False
158,frame_000157.jpg,data\extracted_frames\shoe\frame_000157.jpg,True,1920,1080,JPEG,407.81,,38.74,kept,122,False,4,162.48,40.69,normal,False
159,frame_000158.jpg,data\extracted_frames\shoe\frame_000158.jpg,True,1920,1080,JPEG,391.96,,28.95,kept,123,True,10,162.48,39.88,normal,True
160,frame_000159.jpg,data\extracted_frames\shoe\frame_000159.jpg,True,1920,1080,JPEG,373.49,,21.41,rejected,123,False,4,161.8,39.34,normal,False
161,frame_000160.jpg,data\extracted_frames\shoe\frame_000160.jpg,True,1920,1080,JPEG,368.95,,17.46,rejected,124,True,8,161.19,37.29,normal,False
162,frame_000161.jpg,data\extracted_frames\shoe\frame_000161.jpg,True,1920,1080,JPEG,343.25,,10.77,rejected,125,True,6,161.16,34.4,normal,False
163,frame_000162.jpg,data\extracted_frames\shoe\frame_000162.jpg,True,1920,1080,JPEG,358.6,,16.29,rejected,126,True,8,159.43,33.01,normal,False
164,frame_000163.jpg,data\extracted_frames\shoe\frame_000163.jpg,True,1920,1080,JPEG,341.64,,12.03,rejected,127,True,8,157.49,32.17,normal,False
165,frame_000164.jpg,data\extracted_frames\shoe\frame_000164.jpg,True,1920,1080,JPEG,341.35,,12.18,rejected,128,True,14,155.02,32.97,normal,False
166,frame_000165.jpg,data\extracted_frames\shoe\frame_000165.jpg,True,1920,1080,JPEG,361.02,,16.78,rejected,129,True,12,152.5,33.25,normal,False
167,frame_000166.jpg,data\extracted_frames\shoe\frame_000166.jpg,True,1920,1080,JPEG,381.71,,21.18,rejected,130,True,8,152.43,33.27,normal,False
168,frame_000167.jpg,data\extracted_frames\shoe\frame_000167.jpg,True,1920,1080,JPEG,414.03,,32.45,kept,131,True,8,152.66,33.75,normal,True
169,frame_000168.jpg,data\extracted_frames\shoe\frame_000168.jpg,True,1920,1080,JPEG,381.67,,32.72,kept,132,True,8,152.41,34.3,normal,True
170,frame_000169.jpg,data\extracted_frames\shoe\frame_000169.jpg,True,1920,1080,JPEG,413.04,,31.29,kept,133,True,8,153.05,34.12,normal,True
171,frame_000170.jpg,data\extracted_frames\shoe\frame_000170.jpg,True,1920,1080,JPEG,416.98,,31.96,kept,134,True,6,153.87,34.28,normal,True
172,frame_000171.jpg,data\extracted_frames\shoe\frame_000171.jpg,True,1920,1080,JPEG,371.19,,27.55,kept,135,True,6,154.93,34.04,normal,True
173,frame_000172.jpg,data\extracted_frames\shoe\frame_000172.jpg,True,1920,1080,JPEG,393.48,,27.82,kept,136,True,10,156.0,33.84,normal,True
174,frame_000173.jpg,data\extracted_frames\shoe\frame_000173.jpg,True,1920,1080,JPEG,416.98,,37.19,kept,136,False,4,157.09,33.83,normal,False
175,frame_000174.jpg,data\extracted_frames\shoe\frame_000174.jpg,True,1920,1080,JPEG,335.61,,14.16,rejected,137,True,16,159.18,33.61,normal,False
176,frame_000175.jpg,data\extracted_frames\shoe\frame_000175.jpg,True,1920,1080,JPEG,346.84,,15.23,rejected,138,True,10,160.92,34.63,normal,False
177,frame_000176.jpg,data\extracted_frames\shoe\frame_000176.jpg,True,1920,1080,JPEG,348.58,,13.05,rejected,139,True,10,161.7,35.26,normal,False
178,frame_000177.jpg,data\extracted_frames\shoe\frame_000177.jpg,True,1920,1080,JPEG,309.31,,10.68,rejected,140,True,14,160.82,35.26,normal,False
179,frame_000178.jpg,data\extracted_frames\shoe\frame_000178.jpg,True,1920,1080,JPEG,337.55,,12.14,rejected,141,True,18,160.63,35.87,normal,False
180,frame_000179.jpg,data\extracted_frames\shoe\frame_000179.jpg,True,1920,1080,JPEG,356.08,,14.3,rejected,141,False,4,159.84,36.76,normal,False
181,frame_000180.jpg,data\extracted_frames\shoe\frame_000180.jpg,True,1920,1080,JPEG,320.18,,11.17,rejected,142,True,8,159.43,37.58,normal,False
182,frame_000181.jpg,data\extracted_frames\shoe\frame_000181.jpg,True,1920,1080,JPEG,349.45,,14.32,rejected,143,True,8,160.18,39.2,normal,False
183,frame_000182.jpg,data\extracted_frames\shoe\frame_000182.jpg,True,1920,1080,JPEG,351.28,,14.26,rejected,143,False,4,160.5,39.66,normal,False
184,frame_000183.jpg,data\extracted_frames\shoe\frame_000183.jpg,True,1920,1080,JPEG,340.56,,14.75,rejected,144,True,12,161.6,40.39,normal,False
185,frame_000184.jpg,data\extracted_frames\shoe\frame_000184.jpg,True,1920,1080,JPEG,372.23,,17.22,rejected,145,True,8,163.76,40.53,normal,False
186,frame_000185.jpg,data\extracted_frames\shoe\frame_000185.jpg,True,1920,1080,JPEG,382.8,,18.42,rejected,146,True,6,166.02,41.26,normal,False
187,frame_000186.jpg,data\extracted_frames\shoe\frame_000186.jpg,True,1920,1080,JPEG,349.29,,16.5,rejected,147,True,6,166.95,41.27,normal,False
188,frame_000187.jpg,data\extracted_frames\shoe\frame_000187.jpg,True,1920,1080,JPEG,371.43,,17.46,rejected,148,True,6,167.38,41.54,normal,False
189,frame_000188.jpg,data\extracted_frames\shoe\frame_000188.jpg,True,1920,1080,JPEG,373.06,,16.95,rejected,149,True,12,168.89,42.15,normal,False
190,frame_000189.jpg,data\extracted_frames\shoe\frame_000189.jpg,True,1920,1080,JPEG,343.82,,14.59,rejected,149,False,4,168.47,43.93,normal,False
191,frame_000190.jpg,data\extracted_frames\shoe\frame_000190.jpg,True,1920,1080,JPEG,331.86,,10.65,rejected,149,False,4,167.88,44.86,normal,False
192,frame_000191.jpg,data\extracted_frames\shoe\frame_000191.jpg,True,1920,1080,JPEG,360.08,,15.08,rejected,150,True,10,166.7,45.65,normal,False
193,frame_000192.jpg,data\extracted_frames\shoe\frame_000192.jpg,True,1920,1080,JPEG,324.12,,13.01,rejected,151,True,8,162.69,46.2,normal,False
194,frame_000193.jpg,data\extracted_frames\shoe\frame_000193.jpg,True,1920,1080,JPEG,341.22,,14.79,rejected,152,True,8,162.4,48.22,normal,False
195,frame_000194.jpg,data\extracted_frames\shoe\frame_000194.jpg,True,1920,1080,JPEG,325.01,,9.65,rejected,153,True,18,160.14,47.4,normal,False
196,frame_000195.jpg,data\extracted_frames\shoe\frame_000195.jpg,True,1920,1080,JPEG,351.81,,20.8,rejected,154,True,20,158.78,47.29,normal,False
197,frame_000196.jpg,data\extracted_frames\shoe\frame_000196.jpg,True,1920,1080,JPEG,428.49,,39.42,kept,155,True,8,158.34,46.98,normal,True
198,frame_000197.jpg,data\extracted_frames\shoe\frame_000197.jpg,True,1920,1080,JPEG,448.15,,52.68,kept,156,True,8,160.09,46.71,normal,True
199,frame_000198.jpg,data\extracted_frames\shoe\frame_000198.jpg,True,1920,1080,JPEG,389.12,,42.14,kept,156,False,2,161.02,46.54,normal,False
200,frame_000199.jpg,data\extracted_frames\shoe\frame_000199.jpg,True,1920,1080,JPEG,451.53,,54.13,kept,156,False,4,161.11,46.48,normal,False
201,frame_000200.jpg,data\extracted_frames\shoe\frame_000200.jpg,True,1920,1080,JPEG,457.35,,49.06,kept,157,True,6,160.98,46.8,normal,True
202,frame_000201.jpg,data\extracted_frames\shoe\frame_000201.jpg,True,1920,1080,JPEG,368.98,,30.24,kept,157,False,4,160.08,47.3,normal,False
203,frame_000202.jpg,data\extracted_frames\shoe\frame_000202.jpg,True,1920,1080,JPEG,443.25,,48.39,kept,158,True,12,159.1,47.84,normal,True
204,frame_000203.jpg,data\extracted_frames\shoe\frame_000203.jpg,True,1920,1080,JPEG,463.74,,51.88,kept,159,True,6,158.95,47.77,normal,True
205,frame_000204.jpg,data\extracted_frames\shoe\frame_000204.jpg,True,1920,1080,JPEG,397.46,,33.65,kept,159,False,0,159.84,47.76,normal,False
206,frame_000205.jpg,data\extracted_frames\shoe\frame_000205.jpg,True,1920,1080,JPEG,459.23,,51.75,kept,159,False,2,159.94,47.98,normal,False
207,frame_000206.jpg,data\extracted_frames\shoe\frame_000206.jpg,True,1920,1080,JPEG,457.4,,50.84,kept,160,True,6,159.58,48.3,normal,True
208,frame_000207.jpg,data\extracted_frames\shoe\frame_000207.jpg,True,1920,1080,JPEG,394.28,,36.7,kept,160,False,4,160.11,48.15,normal,False
209,frame_000208.jpg,data\extracted_frames\shoe\frame_000208.jpg,True,1920,1080,JPEG,456.17,,51.17,kept,160,False,2,160.25,47.87,normal,False
210,frame_000209.jpg,data\extracted_frames\shoe\frame_000209.jpg,True,1920,1080,JPEG,459.17,,50.27,kept,161,True,6,160.36,48.12,normal,True
211,frame_000210.jpg,data\extracted_frames\shoe\frame_000210.jpg,True,1920,1080,JPEG,405.69,,37.48,kept,162,True,10,160.07,48.5,normal,True
212,frame_000211.jpg,data\extracted_frames\shoe\frame_000211.jpg,True,1920,1080,JPEG,456.08,,53.95,kept,163,True,6,160.24,48.98,normal,True
213,frame_000212.jpg,data\extracted_frames\shoe\frame_000212.jpg,True,1920,1080,JPEG,468.6,,59.04,kept,164,True,8,160.07,49.2,normal,True
214,frame_000213.jpg,data\extracted_frames\shoe\frame_000213.jpg,True,1920,1080,JPEG,400.3,,43.3,kept,165,True,12,159.99,49.21,normal,True
215,frame_000214.jpg,data\extracted_frames\shoe\frame_000214.jpg,True,1920,1080,JPEG,431.86,,38.16,kept,166,True,14,160.21,49.38,normal,True
216,frame_000215.jpg,data\extracted_frames\shoe\frame_000215.jpg,True,1920,1080,JPEG,401.64,,29.36,kept,167,True,18,160.53,50.41,normal,True
217,frame_000216.jpg,data\extracted_frames\shoe\frame_000216.jpg,True,1920,1080,JPEG,334.88,,22.24,rejected,168,True,16,160.81,50.82,normal,False
218,frame_000217.jpg,data\extracted_frames\shoe\frame_000217.jpg,True,1920,1080,JPEG,374.64,,22.15,rejected,169,True,24,158.94,49.86,normal,False
219,frame_000218.jpg,data\extracted_frames\shoe\frame_000218.jpg,True,1920,1080,JPEG,410.54,,26.97,kept,170,True,12,157.37,49.02,normal,True
220,frame_000219.jpg,data\extracted_frames\shoe\frame_000219.jpg,True,1920,1080,JPEG,368.76,,30.15,kept,171,True,18,157.07,47.96,normal,True
221,frame_000220.jpg,data\extracted_frames\shoe\frame_000220.jpg,True,1920,1080,JPEG,439.06,,40.56,kept,171,False,4,156.21,47.03,normal,False
222,frame_000221.jpg,data\extracted_frames\shoe\frame_000221.jpg,True,1920,1080,JPEG,401.81,,24.29,rejected,172,True,10,156.84,46.49,normal,False
223,frame_000222.jpg,data\extracted_frames\shoe\frame_000222.jpg,True,1920,1080,JPEG,364.61,,27.7,kept,172,False,4,158.32,45.54,normal,False
224,frame_000223.jpg,data\extracted_frames\shoe\frame_000223.jpg,True,1920,1080,JPEG,354.96,,14.86,rejected,173,True,10,159.0,44.18,normal,False
225,frame_000224.jpg,data\extracted_frames\shoe\frame_000224.jpg,True,1920,1080,JPEG,411.13,,34.6,kept,174,True,8,160.64,43.32,normal,True
226,frame_000225.jpg,data\extracted_frames\shoe\frame_000225.jpg,True,1920,1080,JPEG,363.36,,26.16,kept,175,True,12,159.02,41.24,normal,True
227,frame_000226.jpg,data\extracted_frames\shoe\frame_000226.jpg,True,1920,1080,JPEG,310.69,,12.67,rejected,176,True,26,152.51,38.89,normal,False
228,frame_000227.jpg,data\extracted_frames\shoe\frame_000227.jpg,True,1920,1080,JPEG,353.39,,17.49,rejected,177,True,14,148.71,36.56,normal,False
229,frame_000228.jpg,data\extracted_frames\shoe\frame_000228.jpg,True,1920,1080,JPEG,321.46,,15.05,rejected,178,True,18,152.91,32.47,normal,False
